farm_id,crop_type,fertilizer_usage_kg_per_ha,fuel_consumption_liters_per_ha,water_consumption_m3_per_ha,electricity_consumption_kwh_per_ha,fertilizer_emissions_kg_co2e,fuel_emissions_kg_co2e,electricity_emissions_kg_co2e,irrigation_energy_emissions_kg_co2e,carbon_footprint_kg_co2e_per_ha
FARM-03224,Maize,177.35,76.68,5425.29,282.52,641.576292857143,205.50240000000002,141.26,406.89675,1395.235442857143
FARM-03225,Cotton,137.96,69.47,6790.98,378.6,499.08015428571434,186.17960000000002,189.3,509.32349999999997,1383.8832542857144
FARM-03226,Cotton,156.09,70.12,7959.82,346.82,564.6667242857143,187.9216,173.41,596.9865,1522.9848242857142
FARM-03227,Wheat,137.77,53.58,3297.14,291.21,498.3928157142858,143.5944,145.605,247.28549999999998,1034.8777157142858
FARM-03228,Soybean,39.28,45.35,3533.13,181.79,142.09820571428574,121.53800000000001,90.895,264.98475,619.5159557142858
FARM-03229,Soybean,57.99,53.16,3345.53,171.31,209.78296714285716,142.4688,85.655,250.91475,688.8215171428571
FARM-03230,Wheat,118.39,41.57,,154.29,428.28428142857143,111.4076,77.145,,
FARM-03231,Maize,185.68,64.45,5467.03,272.82,671.710662857143,172.72600000000003,136.41,410.02725,1390.8739128571428
FARM-03232,Cotton,144.49,51.94,7336.37,232.21,522.7028957142858,139.1992,116.105,550.22775,1328.2348457142857
FARM-03233,Soybean,39.84,55.67,3863.14,217.39,144.12404571428573,149.1956,108.695,289.7355,691.7501457142857
FARM-03234,Cotton,143.94,53.7,7343.81,,520.7132314285714,143.91600000000003,,550.78575,
FARM-03235,Cotton,154.33,54.13,7097.2,239.53,558.2997985714287,145.06840000000003,119.765,532.29,1355.4231985714287
FARM-03236,Wheat,113.38,60.37,4174.24,226.48,410.1602485714286,161.79160000000002,113.24,313.068,998.2598485714286
FARM-03237,Rice,157.52,107.03,11133.31,619.66,569.8398514285716,286.84040000000005,309.83,834.99825,2001.5085014285714
FARM-03238,Maize,212.28,73.59,4602.01,379.04,767.938062857143,197.2212,189.52,345.15075,1499.830012857143
FARM-03239,Maize,202.38,85.69,4733.05,358.03,732.1241057142859,229.6492,179.015,354.97875,1495.7670557142858
FARM-03240,Soybean,45.4,54.87,4418.77,169.23,164.23774285714285,147.0516,84.615,331.40775,727.3120928571429
FARM-03241,Cotton,130.51,76.8,6583.37,359.07,472.12924714285714,205.824,179.535,493.75275,1351.2409971428572
FARM-03242,Wheat,121.85,127.55597734070982,3266.04,173.27,440.8010785714286,341.8500192731023,86.635,244.95299999999997,1114.239097844531
FARM-03243,Soybean,54.25,79.2,3743.42,332.48,196.25325000000004,212.25600000000003,166.24,280.7565,855.50575
FARM-03244,Rice,124.74,84.34,8507.14,550.03,451.25586,226.0312,275.015,638.0355,1590.33756
FARM-03245,Sugarcane,215.26,120.63,17527.79,650.22,778.7184257142857,323.2884,325.11,1314.58425,2741.701075714286
FARM-03246,Rice,150.96,80.77,9585.81,421.0,546.108582857143,216.4636,210.5,718.93575,1692.007932857143
FARM-03247,Rice,125.01,64.4,8461.11,345.69,452.23260428571433,172.592,172.845,634.58325,1432.2528542857144
FARM-03248,Wheat,116.2,46.11,3714.25,153.01,420.3618000000001,123.57480000000001,76.505,278.56874999999997,899.01035
FARM-03249,Maize,194.57,71.21,5641.97,280.93,703.8708728571428,190.84279999999998,140.465,423.14775000000003,1458.326422857143
FARM-03250,Rice,569.5274460130723,55.0,9886.13,379.78,2060.306216484147,147.4,189.89,741.4597499999999,3139.055966484147
FARM-03251,Rice,162.13,76.88,10948.58,442.36,586.5168557142858,206.0384,221.18,821.1435,1834.878755714286
FARM-03252,Sugarcane,209.13,95.54,17795.13,582.25,756.5427128571428,256.04720000000003,291.125,1334.63475,2638.349662857143
FARM-03253,Wheat,134.83,49.26,3884.74,172.04,487.7571557142858,132.0168,86.02,291.35549999999995,997.1494557142858
FARM-03254,Rice,140.36,69.12,10810.47,514.94,507.7623257142858,185.24160000000003,257.47,810.7852499999999,1761.259175714286
FARM-03255,Sugarcane,213.53,92.43,18304.82,442.42,772.4600271428574,247.71240000000003,221.21,1372.8615,2614.2439271428575
FARM-03256,Sugarcane,225.59,112.05,16056.22,709.76,816.0879385714286,300.294,354.88,1204.2165,2675.478438571429
FARM-03257,Cotton,158.95,69.94,,390.52,575.0129785714287,187.4392,195.26,,
FARM-03258,Soybean,48.27,47.51,3163.54,189.95,174.6201728571429,127.3268,94.975,237.26549999999997,634.1874728571429
FARM-03259,Rice,144.97,91.42,10147.8,482.33,524.4393299999999,245.00560000000002,241.165,761.0849999999999,1771.6949299999997
FARM-03260,Rice,165.77,60.68,10730.19,456.6,599.6848157142858,162.6224,228.3,804.7642500000001,1795.371465714286
FARM-03261,Wheat,140.76,46.84,4184.27,264.23,509.2093542857143,125.53120000000001,132.115,313.82025000000004,1080.6758042857143
FARM-03262,Maize,181.44,97.09,5586.21,316.39,656.37216,260.20120000000003,158.195,418.96575,1493.73411
FARM-03263,Cotton,128.29,71.87,7997.94,422.84,464.0982385714285,192.6116,211.42,599.8454999999999,1467.9753385714284
FARM-03264,Rice,132.0,99.24,38853.93115367281,479.92,477.51942857142865,265.96320000000003,239.96,2914.044836525461,3897.4874650968895
FARM-03265,Sugarcane,227.5,95.05,16683.27,554.54,822.9975,254.734,277.27,1251.24525,2606.24675
FARM-03266,Cotton,149.49,85.65,6683.95,395.4,540.7907528571429,229.54200000000003,197.7,501.29625,1469.3290028571428
FARM-03267,Cotton,140.5,59.08,6863.21,454.23,508.26878571428574,158.33440000000002,227.115,514.7407499999999,1408.4589357142856
FARM-03268,Soybean,42.25,45.67,4316.85,253.15,152.84239285714287,122.39560000000002,126.575,323.76375,725.5767428571429
FARM-03269,Cotton,143.36,58.83,7032.77,285.1,518.6150400000001,157.6644,142.55,527.45775,1346.2871900000002
FARM-03270,Cotton,155.84,76.12,6600.87,481.42,563.7623314285714,204.00160000000002,240.71,495.06525,1503.5391814285715
FARM-03271,Sugarcane,229.35,102.45,17545.06,550.62,829.6900071428572,274.56600000000003,275.31,1315.8795,2695.4455071428574
FARM-03272,Maize,169.91,,4449.9,302.04,614.6615614285715,,151.02,333.74249999999995,
FARM-03273,Wheat,124.81,58.16,4645.91,280.29,451.50909,155.8688,140.145,348.44325,1095.96614
FARM-03274,Maize,191.55,54.59,5003.23,373.34,692.9458071428573,146.30120000000002,186.67,375.24224999999996,1401.1592571428573
FARM-03275,Cotton,128.21,44.57,7744.43,200.27,463.8088328571429,119.44760000000001,100.135,580.83225,1264.2236828571429
FARM-03276,Rice,158.34,73.62,10598.78,316.58,572.8062600000001,197.30160000000004,158.29,794.9085,1723.30636
FARM-03277,Cotton,164.77,65.93,7466.66,322.79,596.0672442857143,176.69240000000002,161.395,559.9995,1494.1541442857142
FARM-03278,Wheat,107.62,62.63,3498.88,269.02,389.3230371428572,167.84840000000003,134.51,262.416,954.0974371428572
FARM-03279,Cotton,124.8,77.74,8336.8,444.1,451.4729142857143,208.3432,222.05,625.2599999999999,1507.1261142857143
FARM-03280,Rice,157.28,78.19,11216.91,515.06,568.9716342857143,209.5492,257.53,841.26825,1877.3190842857143
FARM-03281,Sugarcane,238.08,109.02,,596.42,861.2714057142857,292.1736,298.21,,
FARM-03282,Sugarcane,206.69,103.92,,538.18,747.7158385714285,278.5056,269.09,,
FARM-03283,Maize,187.17,51.2,4284.25,211.37,677.1008442857142,137.216,105.685,321.31874999999997,1241.3205942857142
FARM-03284,Sugarcane,208.28,107.39,16037.36,432.08,753.4677771428571,287.8052,216.04,1202.802,2460.1149771428572
FARM-03285,Soybean,41.11,61.66,4234.42,268.81,148.71836142857143,165.2488,134.405,317.5815,765.9536614285714
FARM-03286,Soybean,42.54,60.51,4330.49,191.29,153.89148857142857,162.1668,95.645,324.78675,736.4900385714285
FARM-03287,Maize,154.39,75.01,4808.55,294.46,558.5168528571428,201.02680000000004,147.23,360.64125,1267.4149028571428
FARM-03288,Cotton,142.96,80.72,8825.7,498.91,517.1680114285714,216.3296,249.455,661.9275,1644.8801114285716
FARM-03289,Wheat,129.56,50.65,4232.1,197.82,468.6925542857143,135.742,98.91,317.4075,1020.7520542857143
FARM-03290,Wheat,122.68,70.56,4305.72,236.02,443.80366285714297,189.10080000000002,118.01,322.92900000000003,1073.843462857143
FARM-03291,Sugarcane,209.97,102.84,18506.97,447.51,759.5814728571429,275.61120000000005,223.755,1388.02275,2646.970422857143
FARM-03292,Rice,163.34,57.66,9549.9,364.6,590.8941171428573,154.5288,182.3,716.2425,1643.9654171428574
FARM-03293,Rice,146.58,78.49,9388.31,479.09,530.2636200000002,210.3532,239.545,704.12325,1684.2850700000001
FARM-03294,Wheat,141.67,63.56,4871.7,234.6,512.5013442857144,170.34080000000003,117.3,365.3775,1165.5196442857143
FARM-03295,Maize,197.82,81.8,4593.34,311.43,715.6279800000001,219.22400000000002,155.715,344.5005,1435.0674800000002
FARM-03296,Maize,178.68,51.78,4652.87,,646.3876628571429,138.77040000000002,,348.96524999999997,
FARM-03297,Wheat,119.44,53.97,4008.76,187.35,432.08273142857144,144.6396,93.675,300.657,971.0543314285715
FARM-03298,Maize,174.73,50.6,4904.88,262.27,632.0982557142858,135.608,131.135,367.866,1266.7072557142858
FARM-03299,Maize,177.62,46.03,5493.79,202.65,642.5530371428572,123.36040000000001,101.325,412.03425,1279.2726871428572
FARM-03300,Maize,200.08,47.01,5016.71,270.84,723.8036914285715,125.9868,135.42,376.25325,1361.4637414285714
FARM-03301,Wheat,119.11,140.44209985828533,4840.88,192.56,430.88893285714295,376.3848276202047,96.28,363.066,1266.6197604773477
FARM-03302,Wheat,130.51,48.71,4245.85,210.7,472.12924714285714,130.5428,105.35,318.43875,1026.4607971428572
FARM-03303,Rice,134.63,65.99,10538.83,416.92,487.03364142857146,176.8532,208.46,790.41225,1662.7590914285715
FARM-03304,Cotton,167.68,71.46,6252.1,361.41,606.5943771428572,191.5128,180.705,468.9075,1447.719677142857
FARM-03305,Maize,199.32,46.36,4764.79,227.84,721.0543371428572,124.24480000000001,113.92,357.35925,1316.578387142857
FARM-03306,Cotton,140.11,75.62,8394.68,450.8,506.857932857143,202.66160000000002,225.4,629.601,1564.520532857143
FARM-03307,Sugarcane,226.76,122.13,18643.11,619.93,820.3204971428572,327.3084,309.965,1398.23325,2855.827147142857
FARM-03308,Cotton,140.41,99.28,8101.48,468.78,507.9432042857143,266.0704,234.39,607.611,1616.0146042857143
FARM-03309,Cotton,163.84,73.3,7672.25,481.48,592.7029028571428,196.44400000000002,240.74,575.4187499999999,1605.3056528571428
FARM-03310,Rice,159.15,66.96,8067.42,405.28,575.7364928571428,179.4528,202.64,605.0565,1562.8857928571429
FARM-03311,Rice,159.28,57.35,9058.51,253.58,576.2067771428572,153.698,126.79,679.38825,1536.0830271428572
FARM-03312,Maize,162.45,64.09,5192.66,,587.6744785714286,171.76120000000003,,389.4495,
FARM-03313,Sugarcane,234.1,108.81,18019.63,541.47,846.8734714285715,291.61080000000004,270.735,1351.47225,2760.691521428572
FARM-03314,Soybean,47.01,57.64,3246.45,167.13,170.06203285714287,154.4752,83.565,243.48375,651.5859828571429
FARM-03315,Cotton,139.42,60.36,8095.54,348.39,504.3618085714286,161.7648,174.195,607.1655,1447.4871085714285
FARM-03316,Wheat,126.46,62.86,3459.58,243.68,457.4780828571429,168.4648,121.84,259.4685,1007.251382857143
FARM-03317,Cotton,140.91,73.82,7097.15,307.94,509.75199,197.83759999999998,153.97,532.28625,1393.84584
FARM-03318,Soybean,51.92,56.41,4389.14,293.96,187.8243085714286,151.1788,146.98,329.1855,815.1686085714286
FARM-03319,Soybean,48.1,55.08,3733.28,220.85,174.00518571428574,147.61440000000002,110.425,279.996,712.0405857142857
FARM-03320,Wheat,,57.57,4113.4,266.15,,154.2876,133.075,308.50499999999994,
FARM-03321,Wheat,129.37,63.21,4057.36,264.09,468.0052157142858,169.4028,132.045,304.302,1073.7550157142857
FARM-03322,Cotton,144.17,65.89,7980.34,435.32,521.5452728571428,176.58520000000001,217.66,598.5255,1514.3159728571427
FARM-03323,Wheat,148.72,52.5,4216.54,164.69,538.0052228571429,140.70000000000002,82.345,316.2405,1077.290722857143
FARM-03324,Sugarcane,194.98,110.42,17698.99,577.93,705.354077142857,295.92560000000003,288.965,1327.42425,2617.668927142857
FARM-03325,Sugarcane,,71.13,17967.19,359.9,,190.6284,179.95,1347.5392499999998,
FARM-03326,Cotton,142.79,52.78,6374.61,330.05,516.5530242857144,141.4504,165.025,478.09574999999995,1301.1241742857142
FARM-03327,Wheat,,60.97,3474.02,209.07,,163.39960000000002,104.535,260.5515,
FARM-03328,Cotton,167.76,,8123.33,256.85,606.8837828571429,,128.425,609.24975,
FARM-03329,Wheat,119.88,69.23,4335.55,292.09,433.6744628571429,185.53640000000001,146.045,325.16625,1090.422112857143
FARM-03330,Rice,,86.34,9580.42,483.94,,231.39120000000003,241.97,718.5314999999999,
FARM-03331,Wheat,115.96,57.36,4211.09,282.22,419.4935828571429,153.72480000000002,141.11,315.83175,1030.1601328571428
FARM-03332,Soybean,38.61,57.41,4394.78,220.93,139.67443285714285,153.8588,110.465,329.6085,733.6067328571428
FARM-03333,Rice,143.42,59.97,10016.45,400.93,518.8320942857142,160.7196,200.465,751.23375,1631.2504442857144
FARM-03334,Maize,204.04,54.2,4691.5,271.84,738.1292742857144,145.25600000000003,135.92,351.8625,1371.1677742857144
FARM-03335,Cotton,133.39,60.98,8082.87,274.85,482.54785285714286,163.4264,137.425,606.21525,1389.6145028571427
FARM-03336,Wheat,125.4,36.97,4203.82,145.37,453.6434571428572,99.0796,72.685,315.2865,940.6945571428571
FARM-03337,Cotton,158.94,73.44,7987.15,329.88,574.976802857143,196.8192,164.94,599.03625,1535.772252857143
FARM-03338,Cotton,143.75,67.89,8028.11,319.83,520.0258928571429,181.9452,159.915,602.10825,1463.9943428571428
FARM-03339,Maize,182.2,87.4,4803.15,306.98,659.1215142857143,234.23200000000003,153.49,360.23625,1407.0797642857142
FARM-03340,Soybean,41.59,62.87,4540.3,239.66,150.45479571428575,168.4916,119.83,340.5225,779.2988957142857
FARM-03341,Sugarcane,237.5,108.32,17436.98,478.31,859.1732142857143,290.2976,239.155,1307.7735,2696.3993142857144
FARM-03342,Sugarcane,216.01,95.75,16695.57,572.9,781.4316042857142,256.61,286.45,1252.1677499999998,2576.659354285714
FARM-03343,Wheat,119.75,60.27,,238.85,433.2041785714286,161.52360000000002,119.425,,
FARM-03344,Rice,147.38,82.77,10671.15,654.23,533.1576771428571,221.8236,327.115,800.33625,1882.432527142857
FARM-03345,Sugarcane,211.59,235.47455208353367,16665.32,360.19,765.4419385714286,631.0717995838703,180.095,1249.899,2826.507738155299
FARM-03346,Cotton,142.29,59.84,7817.58,400.46,514.7442385714286,160.37120000000002,200.23,586.3185,1461.6639385714286
FARM-03347,Rice,160.94,77.84,9277.06,441.25,582.2119457142857,208.61120000000003,220.625,695.7795,1707.2276457142857
FARM-03348,Maize,168.28,70.81,5088.74,268.17,608.76492,189.7708,134.085,381.65549999999996,1314.27622
FARM-03349,Wheat,122.78,49.17,4073.22,227.77,444.16542,131.77560000000003,113.885,305.4915,995.31752
FARM-03350,Rice,122.04,70.08,9637.19,515.95,441.4884171428572,187.8144,257.975,722.78925,1610.0670671428572
FARM-03351,Wheat,128.92,62.0,3834.5,241.94,466.37730857142856,166.16,120.97,287.5875,1041.0948085714285
FARM-03352,Rice,151.73,93.64,9387.81,377.91,548.8941128571429,250.95520000000002,188.955,704.08575,1692.8900628571428
FARM-03353,Wheat,123.23,58.35,4208.67,267.17,445.7933271428572,156.37800000000001,133.585,315.65024999999997,1051.4065771428573
FARM-03354,Wheat,102.16,53.2,3440.52,209.04,369.5710971428572,142.57600000000002,104.52,258.039,874.7060971428572
FARM-03355,Cotton,140.85,76.16,7463.21,418.13,509.5349357142857,204.1088,209.065,559.7407499999999,1482.4494857142856
FARM-03356,Cotton,148.69,55.59,8036.0,270.49,537.8966957142858,148.98120000000003,135.245,602.6999999999999,1424.8228957142858
FARM-03357,Maize,189.13,64.09,5714.22,259.04,684.1912842857143,171.76120000000003,129.52,428.5665,1414.0389842857144
FARM-03358,Cotton,146.31,67.46,7633.19,333.98,529.2868757142858,180.7928,166.99,572.48925,1449.5589257142856
FARM-03359,Maize,198.28,95.08,4686.9,380.7,717.2920628571429,254.8144,190.35,351.5175,1513.9739628571429
FARM-03360,Rice,134.36,103.41,10454.4,606.42,486.0568971428572,277.1388,303.21,784.0799999999999,1850.4856971428571
FARM-03361,Soybean,46.21,55.16,3539.0,264.56,167.16797571428575,147.8288,132.28,265.425,712.7017757142858
FARM-03362,Sugarcane,222.17,80.42,18028.96,446.77,803.7158442857143,215.52560000000003,223.385,1352.1719999999998,2594.798444285714
FARM-03363,Wheat,113.95,54.38,3592.8,273.04,412.2222642857143,145.7384,136.52,269.46,963.9406642857143
FARM-03364,Soybean,47.86,53.43,3863.43,254.42,173.13696857142855,143.19240000000002,127.21,289.75725,733.2966185714286
FARM-03365,Cotton,159.75,51.69,6334.76,277.93,577.9070357142857,138.5292,138.965,475.10699999999997,1330.5082357142855
FARM-03366,Soybean,50.98,41.4,3792.77,250.1,184.42379142857143,110.952,125.05,284.45775,704.8835414285714
FARM-03367,Maize,192.28,86.04,5046.84,298.33,695.5866342857144,230.58720000000002,149.165,378.513,1453.8518342857144
FARM-03368,Cotton,148.06,67.55,7071.79,368.57,535.6176257142857,181.034,184.285,530.38425,1431.3208757142856
FARM-03369,Cotton,155.07,60.72,7442.03,381.9,560.9768014285714,162.7296,190.95,558.15225,1472.8086514285715
FARM-03370,Wheat,119.19,51.93,3628.92,232.32,431.17833857142864,139.1724,116.16,272.169,958.6797385714286
FARM-03371,Sugarcane,230.48,107.33,18314.44,473.72,833.7778628571428,287.6444,236.86,1373.5829999999999,2731.8652628571426
FARM-03372,Cotton,157.32,75.96,7756.81,415.82,569.1163371428572,203.5728,207.91,581.76075,1562.3598871428571
FARM-03373,Sugarcane,219.47,110.38,18147.74,515.67,793.9484014285715,295.8184,257.835,1361.0805,2708.6823014285715
FARM-03374,Sugarcane,229.14,80.34,18299.09,613.18,828.9303171428571,215.3112,306.59,1372.43175,2723.2632671428573
FARM-03375,Cotton,151.75,67.53,7573.94,415.36,548.9664642857144,180.9804,207.68,568.0455,1505.6723642857144
FARM-03376,Maize,208.81,54.66,4102.57,291.99,755.38509,146.4888,145.995,307.69275,1355.56164
FARM-03377,Sugarcane,222.33,104.56,15481.6,682.6,804.2946557142859,280.2208,341.3,1161.12,2586.935455714286
FARM-03378,Soybean,44.74,64.77,3669.81,246.21,161.85014571428573,173.5836,123.105,275.23575,733.7744957142856
FARM-03379,Soybean,37.76,69.32,3199.46,251.23,136.5994971428571,185.7776,125.615,239.9595,687.951597142857
FARM-03380,Rice,141.82,61.22,9337.43,331.24,513.04398,164.0696,165.62,700.30725,1543.04083
FARM-03381,Wheat,128.05,51.33,4425.82,205.58,463.2300214285715,137.5644,102.79,331.93649999999997,1035.5209214285715
FARM-03382,Rice,133.04,,11722.71,679.84,481.2817028571429,,339.92,879.2032499999999,
FARM-03383,Soybean,52.92,60.82,4061.01,230.59,191.44188000000003,162.9976,115.295,304.57575,774.31023
FARM-03384,Cotton,162.98,45.42,7343.02,277.75,589.5917914285715,121.72560000000001,138.875,550.7265,1400.9188914285714
FARM-03385,Maize,180.64,84.79,5352.0,301.7,653.4781028571429,227.23720000000003,150.85,401.4,1432.965302857143
FARM-03386,Maize,179.18,73.74,5053.01,303.03,648.1964485714286,197.6232,151.515,378.97575,1376.3103985714285
FARM-03387,Soybean,35.35,47.48,4026.08,234.48,127.88115000000002,127.2464,117.24,301.95599999999996,674.32355
FARM-03388,Cotton,173.97,68.66,7276.51,303.41,629.3489014285715,184.0088,151.705,545.73825,1510.8009514285716
FARM-03389,Maize,,51.76,4929.07,269.38,,138.7168,134.69,369.68024999999994,
FARM-03390,Soybean,56.41,58.4,3464.24,1079.4969857209232,204.0672042857143,156.512,539.7484928604616,259.818,1160.145697146176
FARM-03391,Wheat,145.14,45.69,3968.96,252.29,525.0543171428571,122.4492,126.145,297.67199999999997,1071.3205171428572
FARM-03392,Sugarcane,221.18,70.09,18468.44,369.97,800.1344485714285,187.84120000000001,184.985,1385.1329999999998,2558.0936485714283
FARM-03393,Sugarcane,,105.17,17791.45,492.98,,281.85560000000004,246.49,1334.35875,
FARM-03394,Rice,126.69,82.24,9938.98,522.94,458.3101242857143,220.4032,261.47,745.4235,1685.6068242857143
FARM-03395,Wheat,138.58,52.3,4581.28,295.79,501.3230485714286,140.164,147.895,343.59599999999995,1132.9780485714286
FARM-03396,Maize,162.5,63.1,5792.41,300.39,587.8553571428572,169.108,150.195,434.43075,1341.589107142857
FARM-03397,Wheat,123.93,47.39,3488.25,222.55,448.3256271428572,127.0052,111.275,261.61875,948.2245771428571
FARM-03398,Sugarcane,213.11,74.01,16524.27,409.9,770.9406471428572,198.34680000000003,204.95,1239.32025,2413.5576971428573
FARM-03399,Cotton,,54.63,6874.27,271.45,,146.40840000000003,135.725,515.57025,
FARM-03400,Wheat,134.89,47.77,,205.86,487.97421,128.02360000000002,102.93,,
FARM-03401,Maize,193.22,102.87,4980.72,268.37,698.9871514285715,275.69160000000005,134.185,373.55400000000003,1482.4177514285716
FARM-03402,Rice,152.86,99.01,10720.1,527.06,552.9819685714285,265.34680000000003,263.53,804.0075,1885.8662685714285
FARM-03403,Wheat,124.58,60.28,3807.91,234.52,450.6770485714286,161.55040000000002,117.26,285.59324999999995,1015.0806985714285
FARM-03404,Soybean,46.23,56.46,3992.88,252.22,167.24032714285713,151.3128,126.11,299.466,744.1291271428572
FARM-03405,Soybean,44.96,53.54,4432.4,188.16,162.64601142857143,143.4872,94.08,332.42999999999995,732.6432114285714
FARM-03406,Sugarcane,229.32,87.47,18275.29,390.65,829.58148,234.4196,195.325,1370.64675,2629.97283
FARM-03407,Wheat,127.79,55.65,4180.24,221.12,462.2894528571429,149.142,110.56,313.518,1035.5094528571428
FARM-03408,Maize,165.42,65.85,5007.07,204.09,598.4186657142857,176.478,102.045,375.53024999999997,1252.4719157142856
FARM-03409,Soybean,37.29,46.1,3601.64,211.66,134.89923857142858,123.54800000000002,105.83,270.123,634.4002385714286
FARM-03410,Sugarcane,229.55,125.56,16463.77,825.43,830.4135214285715,336.5008,412.715,1234.78275,2814.4120714285714
FARM-03411,Wheat,114.52,48.06,4145.73,180.66,414.28428,128.8008,90.33,310.92974999999996,944.34483
FARM-03412,Sugarcane,201.9,97.4,19056.73,587.23,730.3876714285716,261.03200000000004,293.615,1429.2547499999998,2714.2894214285716
FARM-03413,Maize,174.5,59.79,5000.18,261.7,631.2662142857143,160.2372,130.85,375.0135,1297.3669142857143
FARM-03414,Soybean,43.89,50.58,3774.49,185.12,158.77521000000002,135.55440000000002,92.56,283.08675,669.97636
FARM-03415,Cotton,,46.49,7309.35,336.25,,124.59320000000001,168.125,548.20125,
FARM-03416,Rice,145.72,58.21,8192.22,237.62,527.1525085714286,156.0028,118.81,614.4164999999999,1416.3818085714283
FARM-03417,Maize,173.45,61.22,4725.27,,627.4677642857142,164.0696,,354.39525000000003,
FARM-03418,Maize,152.72,63.54,4825.5,177.25,552.4755085714286,170.2872,88.625,361.91249999999997,1173.3002085714286
FARM-03419,Soybean,43.18,38.62,3799.55,199.14,156.20673428571428,103.5016,99.57,284.96625,644.2445842857143
FARM-03420,Sugarcane,247.15,91.37,47872.47621644696,647.68,894.0827785714287,244.87160000000003,323.84,3590.435716233522,5053.230094804951
FARM-03421,Maize,198.31,68.73,4688.04,337.0,717.40059,184.1964,168.5,351.603,1421.69999
FARM-03422,Wheat,113.94,58.79,4078.06,241.55,412.18608857142857,157.5572,120.775,305.8545,996.3727885714286
FARM-03423,Wheat,108.33,48.79,4524.2,218.26,391.89151285714286,130.7572,109.13,339.315,971.0937128571429
FARM-03424,Maize,184.6,64.48,4597.31,346.28,667.8036857142857,172.80640000000002,173.14,344.79825,1358.5483357142857
FARM-03425,Maize,184.78,,4830.31,311.61,668.4548485714286,,155.805,362.27325,
FARM-03426,Soybean,119.06366626965904,52.2,4687.89,161.68,430.7213172780822,139.89600000000002,80.84,351.59175,1003.0490672780822
FARM-03427,Sugarcane,212.67,75.44,18432.62,431.99,769.3489157142857,202.1792,215.995,1382.4464999999998,2569.9696157142853
FARM-03428,Wheat,126.26,43.92,4049.15,161.3,456.75456857142865,117.70560000000002,80.65,303.68625,958.7964185714286
FARM-03429,Sugarcane,221.05,80.41,17641.24,442.92,799.6641642857144,215.49880000000002,221.46,1323.093,2559.7159642857146
FARM-03430,Soybean,49.88,54.49,3183.25,229.9,180.44446285714287,146.03320000000002,114.95,238.74374999999998,680.1714128571429
FARM-03431,Soybean,54.45,45.04,4208.08,214.1,196.9767642857143,120.7072,107.05,315.606,740.3399642857144
FARM-03432,Cotton,133.79,56.26,7955.68,307.88,483.99488142857143,150.7768,153.94,596.676,1385.3876814285713
FARM-03433,Maize,189.85,88.63,4553.88,371.53,686.7959357142857,237.5284,185.765,341.541,1451.6303357142858
FARM-03434,Rice,146.05,56.86,11654.13,299.91,528.3463071428572,152.3848,149.955,874.0597499999999,1704.7458571428572
FARM-03435,Cotton,137.75,47.68,7204.17,267.45,498.32046428571437,127.78240000000001,133.725,540.3127499999999,1300.1406142857145
FARM-03436,Sugarcane,214.41,91.82,17266.69,486.39,775.64349,246.0776,243.195,1295.00175,2559.91784
FARM-03437,Wheat,134.61,57.98,3408.91,275.82,486.9612900000001,155.3864,137.91,255.66824999999997,1035.92594
FARM-03438,Soybean,49.46,70.12,4588.95,234.05,178.92508285714285,187.9216,117.025,344.17125,828.0429328571429
FARM-03439,Wheat,108.45,60.24,4256.41,271.92,392.3256214285715,161.44320000000002,135.96,319.23075,1008.9595714285715
FARM-03440,Rice,129.9,70.66,34718.66032756048,368.87,469.92252857142864,189.3688,184.435,2603.8995245670358,3447.6258531384647
FARM-03441,Soybean,41.34,53.13,3272.89,242.95,149.55040285714284,142.38840000000002,121.475,245.46675,658.8805528571429
FARM-03442,Soybean,51.71,52.92,4152.52,190.79,187.06461857142858,141.8256,95.395,311.439,735.7242185714285
FARM-03443,Cotton,143.94,51.62,7014.84,348.39,520.7132314285714,138.3416,174.195,526.1129999999999,1359.362831428571
FARM-03444,Soybean,54.6,76.28,3397.06,274.97,197.51940000000005,204.43040000000002,137.485,254.77949999999998,794.2143000000001
FARM-03445,Soybean,41.13,,4087.27,254.09,148.79071285714286,,127.045,306.54525,
FARM-03446,Rice,,69.59,9736.05,493.38,,186.5012,246.69,730.2037499999999,
FARM-03447,Maize,163.47,83.79,5248.45,398.57,591.3644014285715,224.55720000000002,199.285,393.63374999999996,1408.8403514285715
FARM-03448,Wheat,127.35,46.53,3293.74,,460.6977214285714,124.70040000000002,,247.03049999999996,
FARM-03449,Sugarcane,217.94,86.41,15393.01,441.69,788.4135171428572,231.5788,220.845,1154.47575,2395.313067142857
FARM-03450,Soybean,33.49,46.47,4395.77,175.72,121.15246714285716,124.53960000000001,87.86,329.68275,663.2348171428572
FARM-03451,Cotton,148.34,68.98,8484.34,344.39,536.6305457142857,184.86640000000003,172.195,636.3255,1530.0174457142857
FARM-03452,Soybean,48.15,55.27,3652.98,270.54,174.18606428571428,148.1236,135.27,273.9735,731.5531642857143
FARM-03453,Maize,198.37,63.29,4442.61,257.67,717.6176442857144,169.6172,128.835,333.19575,1349.2655942857145
FARM-03454,Wheat,117.72,41.33,3903.07,189.21,425.86050857142857,110.76440000000001,94.605,292.73025,923.9601585714286
FARM-03455,Wheat,124.7,,4134.95,231.14,451.11115714285717,,115.57,310.12125,
