farm_id,crop_type,fertilizer_usage_kg_per_ha,fuel_consumption_liters_per_ha,water_consumption_m3_per_ha,electricity_consumption_kwh_per_ha
FARM-02937,Cotton,145.51,78.66,7950.46,447.07
FARM-02938,Maize,198.94,50.22,4928.86,270.51
FARM-02939,Rice,129.64,84.51,9758.05,433.75
FARM-02940,Cotton,156.32,63.57,7389.88,333.62
FARM-02941,Wheat,134.89,56.74,4580.8,246.64
FARM-02942,Cotton,136.48,82.0,6401.19,449.42
FARM-02943,Wheat,114.84,64.62,3396.35,172.42
FARM-02944,Sugarcane,228.83,133.41,15965.9,680.36
FARM-02945,Wheat,124.74,38.92,4478.17,171.74
FARM-02946,Sugarcane,196.43,91.36,16564.65,592.99
FARM-02947,Maize,211.25,56.13,4593.21,262.94
FARM-02948,Rice,150.44,97.75,10539.77,478.28
FARM-02949,Rice,158.23,78.5,10379.76,524.96
FARM-02950,Sugarcane,218.13,103.85,16187.69,524.85
FARM-02951,Rice,149.72,92.86,10696.05,534.22
FARM-02952,Sugarcane,206.07,118.13,18473.8,661.72
FARM-02953,Maize,173.81,59.41,5423.82,308.74
FARM-02954,Soybean,45.13,73.91,4569.37,248.66
FARM-02955,Wheat,130.06,66.57,3567.6,183.37
FARM-02956,Sugarcane,228.06,68.81,17686.12,471.36
FARM-02957,Cotton,477.67053797770257,60.23,7208.42,418.61
FARM-02958,Maize,158.07,62.1,4898.59,229.89
FARM-02959,Cotton,492.6900407374379,57.32,7285.69,360.75
FARM-02960,Wheat,141.31,49.66,4063.89,195.56
FARM-02961,Maize,187.65,84.29,5842.22,289.1
FARM-02962,Cotton,170.08,70.55,7909.45,335.29
FARM-02963,Wheat,125.35,61.41,3579.55,220.14
FARM-02964,Soybean,51.19,46.38,4168.71,160.03
FARM-02965,Rice,149.07,89.76,9023.29,487.05
FARM-02966,Rice,154.42,103.38,9739.68,586.61
FARM-02967,Maize,163.13,87.24,4749.68,328.82
FARM-02968,Rice,164.97,65.07,8378.0,327.73
FARM-02969,Soybean,38.37,58.01,4012.47,291.27
FARM-02970,Cotton,125.04,90.31,6184.53,466.99
FARM-02971,Rice,146.42,98.43,10103.14,555.83
FARM-02972,Soybean,47.16,67.77,3863.67,275.21
FARM-02973,Wheat,105.44,53.18,4237.41,180.17
FARM-02974,Cotton,164.41,51.57,7033.44,302.74
FARM-02975,Cotton,141.45,64.85,7622.25,301.29
FARM-02976,Sugarcane,227.77,119.89,,614.51
FARM-02977,Soybean,36.18,55.98,3343.42,196.23
FARM-02978,Wheat,127.86,64.74,4575.25,244.57
FARM-02979,Maize,182.77,62.39,5001.7,387.79
FARM-02980,Rice,164.44,68.76,10529.8,336.18
FARM-02981,Cotton,128.94,64.71,7628.91,424.05
FARM-02982,Rice,137.16,77.64,10900.83,256.95
FARM-02983,Cotton,135.87,66.1,7490.76,384.54
FARM-02984,Soybean,32.96,60.66,4118.54,275.6
FARM-02985,Wheat,139.04,64.99,3577.58,250.4
FARM-02986,Maize,200.58,69.24,4571.93,339.54
FARM-02987,Sugarcane,204.55,83.8,17419.82,378.15
FARM-02988,Cotton,175.44,54.33,6933.1,271.91
FARM-02989,Soybean,46.84,84.3,4164.87,307.26
FARM-02990,Rice,155.71,65.49,8734.95,503.05
FARM-02991,Maize,193.65,62.76,4659.66,253.23
FARM-02992,Soybean,45.66,45.63,3764.79,219.41
FARM-02993,Sugarcane,217.44,107.08,17535.45,722.77
FARM-02994,Wheat,132.44,60.27,3722.73,228.7
FARM-02995,Cotton,159.75,58.35,8023.14,269.53
FARM-02996,Maize,191.98,65.54,4782.46,264.11
FARM-02997,Maize,193.41,75.55,4597.88,304.72
FARM-02998,Cotton,157.85,61.19,8064.49,383.26
FARM-02999,Rice,150.72,106.03,9899.57,1519.3351944374726
FARM-03000,Rice,143.08,88.76,10312.42,596.45
FARM-03001,Maize,195.59,89.33,5875.1,370.64
FARM-03002,Soybean,33.91,53.28,3418.92,219.87
FARM-03003,Sugarcane,197.15,81.12,18311.52,553.24
FARM-03004,Maize,204.04,79.32,5246.67,283.49
FARM-03005,Soybean,45.25,50.99,3949.81,254.1
FARM-03006,Soybean,43.5,53.42,4000.63,208.1
FARM-03007,Cotton,155.16,61.73,7911.6,408.49
FARM-03008,Soybean,44.29,48.57,3239.4,220.6
FARM-03009,Sugarcane,221.27,128.31,17970.48,760.66
FARM-03010,Sugarcane,244.7,106.16,18211.57,599.35
FARM-03011,Cotton,129.75,63.28,7383.08,347.92
FARM-03012,Rice,137.97,265.72437551071636,9819.74,324.17
FARM-03013,Maize,204.37,66.89,,347.05
FARM-03014,Sugarcane,214.85,111.59,17098.1,648.98
FARM-03015,Cotton,147.5,47.24,7614.04,277.42
FARM-03016,Cotton,141.63,79.5,7654.28,
FARM-03017,Wheat,108.97,188.98499346243827,3870.67,257.2
FARM-03018,Cotton,167.69,90.22,6733.82,423.81
FARM-03019,Cotton,170.72,62.81,7522.38,353.95
FARM-03020,Soybean,46.76,57.23,3847.1,305.42
FARM-03021,Soybean,44.46,50.27,3435.43,219.67
FARM-03022,Cotton,148.68,74.49,6696.38,472.76
FARM-03023,Rice,168.05,88.95,11234.08,603.48
FARM-03024,Cotton,167.54,65.15,7147.66,345.99
FARM-03025,Soybean,41.0,65.82,4208.22,282.32
FARM-03026,Soybean,34.19,52.43,4820.68,197.94
FARM-03027,Cotton,155.15,69.85,7854.79,294.77
FARM-03028,Rice,161.92,59.37,9739.43,253.14
FARM-03029,Soybean,42.54,63.39,3596.53,254.55
FARM-03030,Soybean,48.05,69.92,4113.47,282.0
FARM-03031,Cotton,151.13,88.88,6879.51,1491.3493021136048
FARM-03032,Soybean,46.61,54.21,3576.61,230.26
FARM-03033,Sugarcane,207.14,67.1,15464.17,458.32
FARM-03034,Soybean,48.8,41.34,3563.5,213.32
FARM-03035,Wheat,143.32,54.61,3940.19,240.31
FARM-03036,Sugarcane,195.22,106.55,17847.09,646.46
FARM-03037,Sugarcane,198.39,119.05,17803.13,637.5
FARM-03038,Sugarcane,203.02,125.14,15865.07,608.07
FARM-03039,Wheat,105.69,127.36030285171289,4303.4,171.8
FARM-03040,Wheat,113.59,52.22,4506.1,208.32
FARM-03041,Rice,168.07,60.89,10160.13,309.84
FARM-03042,Maize,185.82,84.86,5166.08,395.12
FARM-03043,Soybean,49.96,57.76,3540.38,170.91
FARM-03044,Maize,179.75,60.08,5404.48,259.1
FARM-03045,Rice,158.17,255.74277182949038,9874.41,403.35
FARM-03046,Sugarcane,227.8,101.25,17524.66,2650.3389806815094
FARM-03047,Cotton,150.72,60.46,7283.49,377.61
FARM-03048,Maize,186.6,58.97,4749.77,335.53
FARM-03049,Maize,191.27,68.52,4391.61,313.45
FARM-03050,Soybean,47.52,59.36,3337.52,198.87
FARM-03051,Rice,153.27,68.72,10234.75,482.27
FARM-03052,Wheat,135.67,54.65,4455.3,229.96
FARM-03053,Wheat,147.34,60.77,3876.52,307.54
FARM-03054,Cotton,171.13,68.58,7441.08,368.09
FARM-03055,Sugarcane,211.86,107.02,17360.76,575.93
FARM-03056,Rice,151.3,63.86,9696.27,407.04
FARM-03057,Soybean,40.73,72.6,4563.99,268.82
FARM-03058,Rice,134.42,74.92,9997.28,312.01
FARM-03059,Rice,147.1,62.91,10970.14,448.66
FARM-03060,Sugarcane,206.38,119.34,17881.01,518.78
FARM-03061,Wheat,117.65,55.71,4221.37,244.84
FARM-03062,Sugarcane,226.62,98.81,17149.31,623.04
FARM-03063,Wheat,107.79,50.86,4863.07,205.26
FARM-03064,Sugarcane,225.24,117.22,17145.01,659.44
FARM-03065,Cotton,152.55,61.65,7900.53,353.59
FARM-03066,Sugarcane,192.72,93.29,17425.55,619.19
FARM-03067,Maize,207.99,62.84,,291.97
FARM-03068,Maize,163.3,67.32,5010.99,293.95
FARM-03069,Cotton,136.07,65.92,7029.78,430.02
FARM-03070,Wheat,125.22,45.23,4520.35,125.03
FARM-03071,Maize,170.68,59.26,4326.35,317.47
FARM-03072,Soybean,42.1,49.26,4220.26,188.25
FARM-03073,Cotton,127.09,55.12,6109.22,378.07
FARM-03074,Maize,184.73,56.37,4914.74,247.03
FARM-03075,Soybean,47.1,61.49,3811.68,288.39
FARM-03076,Rice,171.43,76.66,10010.58,430.39
FARM-03077,Wheat,129.25,56.57,3368.37,210.23
FARM-03078,Cotton,164.84,50.88,7104.21,269.1
FARM-03079,Rice,172.63,247.2062006067878,10649.0,371.85
FARM-03080,Soybean,45.94,32.71,4052.26,106.05
FARM-03081,Soybean,45.37,51.95,4012.63,268.46
FARM-03082,Maize,184.6,67.56,5090.23,332.22
FARM-03083,Cotton,140.67,76.76,8234.43,292.12
FARM-03084,Maize,182.12,61.05,,273.23
FARM-03085,Rice,155.62,,9003.22,390.34
FARM-03086,Wheat,103.42,36.69,4353.47,202.1
FARM-03087,Wheat,121.26,32.17,4010.07,128.4
FARM-03088,Soybean,42.87,53.87,4824.89,213.57
FARM-03089,Rice,130.95,82.57,10052.82,540.21
FARM-03090,Maize,188.81,65.04,5018.45,274.83
FARM-03091,Maize,171.97,59.51,5364.64,330.83
FARM-03092,Rice,156.1,87.35,10306.63,497.31
FARM-03093,Maize,,109.31,4838.42,385.31
FARM-03094,Sugarcane,208.39,84.95,18773.52,437.48
FARM-03095,Cotton,153.59,87.38,8092.93,443.08
FARM-03096,Soybean,47.35,42.96,4365.71,123.32
FARM-03097,Soybean,56.77,194.58738213118534,3573.13,240.12
FARM-03098,Wheat,127.7,67.14,4164.4,195.55
FARM-03099,Wheat,129.34,62.83,4375.03,258.87
FARM-03100,Soybean,35.01,47.94,3717.76,187.32
FARM-03101,Wheat,111.63,49.05,3505.85,190.61
FARM-03102,Rice,152.72,97.62,10310.03,563.65
FARM-03103,Rice,171.44,76.51,10225.89,387.97
FARM-03104,Maize,183.42,83.23,4539.81,360.47
FARM-03105,Rice,128.06,85.96,10297.32,384.28
FARM-03106,Maize,177.41,66.33,4317.82,297.43
FARM-03107,Wheat,127.15,54.64,3950.56,243.08
FARM-03108,Soybean,43.18,70.11,3745.07,171.19
FARM-03109,Maize,204.18,48.05,4422.71,328.25
FARM-03110,Rice,160.38,83.5,9597.89,433.29
FARM-03111,Maize,193.32,63.66,4463.0,200.26
FARM-03112,Cotton,173.78,89.61,6766.05,427.49
FARM-03113,Sugarcane,209.81,83.08,19000.02,568.09
FARM-03114,Sugarcane,204.18,109.63,18322.58,648.13
FARM-03115,Cotton,146.66,57.69,8042.55,246.96
FARM-03116,Wheat,116.11,58.06,4070.95,184.83
FARM-03117,Wheat,124.51,61.55,4009.8,293.79
FARM-03118,Maize,174.04,55.47,4893.31,254.97
FARM-03119,Maize,163.03,57.44,4632.4,293.46
FARM-03120,Wheat,125.32,46.55,4146.97,207.98
FARM-03121,Maize,159.04,72.18,4868.41,313.01
FARM-03122,Rice,163.54,106.23,11029.12,500.09
FARM-03123,Maize,212.06,67.5,5215.72,341.7
FARM-03124,Wheat,128.06,45.44,4891.28,218.83
FARM-03125,Sugarcane,200.83,86.45,18607.77,475.86
FARM-03126,Soybean,45.29,61.11,3905.11,205.41
FARM-03127,Wheat,112.27,33.0,3697.69,176.21
FARM-03128,Wheat,126.39,48.98,3639.41,181.56
FARM-03129,Wheat,130.81,60.86,4026.65,208.47
FARM-03130,Sugarcane,208.08,88.67,18446.45,449.03
FARM-03131,Rice,174.03,108.79,11163.1,462.18
FARM-03132,Rice,147.14,79.32,10011.04,517.54
FARM-03133,Sugarcane,191.53,74.47,17190.49,537.32
FARM-03134,Cotton,150.67,62.37,8356.87,333.96
FARM-03135,Maize,177.21,74.21,5006.84,393.77
FARM-03136,Soybean,54.15,65.65,4919.61,265.09
FARM-03137,Rice,167.91,54.95,10724.29,436.64
FARM-03138,Maize,166.5,58.55,5445.01,291.14
FARM-03139,Cotton,143.02,70.79,7688.04,385.34
FARM-03140,Wheat,117.42,67.5,3964.04,196.43
FARM-03141,Maize,185.13,244.81082291020977,4379.01,438.56
FARM-03142,Sugarcane,246.19,94.51,17723.92,616.5
FARM-03143,Maize,163.87,77.52,5472.96,302.07
FARM-03144,Maize,172.11,81.62,4846.2,367.57
FARM-03145,Cotton,159.48,78.32,7301.75,421.46
FARM-03146,Cotton,152.2,68.61,6422.82,467.05
FARM-03147,Rice,149.01,103.52,10583.45,620.8
FARM-03148,Soybean,52.66,58.38,3807.61,299.2
FARM-03149,Wheat,112.08,37.43,3907.29,168.19
FARM-03150,Cotton,162.99,63.59,8078.84,362.67
FARM-03151,Cotton,134.21,76.63,7746.01,476.55
FARM-03152,Rice,156.97,76.51,9009.06,
FARM-03153,Soybean,49.9,50.65,3934.81,171.09
FARM-03154,Maize,660.2956145731728,77.3,4497.86,238.19
FARM-03155,Sugarcane,192.66,86.7,16497.98,375.2
FARM-03156,Cotton,161.35,52.42,7086.09,251.24
FARM-03157,Soybean,55.93,64.64,3498.93,156.41
FARM-03158,Sugarcane,193.7,,18133.69,568.34
FARM-03159,Maize,171.5,73.02,4460.97,368.29
FARM-03160,Wheat,106.78,66.01,3183.45,245.55
FARM-03161,Rice,151.64,67.19,9422.77,352.51
FARM-03162,Rice,144.68,75.33,9805.24,436.0
FARM-03163,Soybean,36.13,54.91,4171.4,174.29
FARM-03164,Wheat,120.61,64.91,4496.08,226.45
FARM-03165,Rice,152.96,77.93,10133.22,412.29
FARM-03166,Rice,144.7,79.4,10117.45,496.72
FARM-03167,Sugarcane,215.35,111.36,18577.23,784.04
FARM-03168,Rice,155.82,88.39,9796.34,507.94
FARM-03169,Rice,128.5,90.54,9283.18,460.06
FARM-03170,Wheat,134.98,58.72,3721.83,201.68
FARM-03171,Rice,132.56,83.8,10786.92,649.21
FARM-03172,Sugarcane,218.91,104.86,17741.14,681.66
FARM-03173,Soybean,41.58,70.41,3468.02,276.18
FARM-03174,Sugarcane,210.89,99.82,18282.94,488.65
FARM-03175,Maize,201.52,72.28,4922.03,299.12
FARM-03176,Wheat,480.11495837066605,54.36,3951.32,182.12
FARM-03177,Soybean,52.71,44.2,3501.15,219.13
FARM-03178,Sugarcane,215.36,98.89,16383.54,688.94
FARM-03179,Sugarcane,202.99,,18142.78,358.5
FARM-03180,Soybean,51.89,197.33413503493767,3981.73,236.31
FARM-03181,Wheat,143.09,53.98,4535.9,202.88
FARM-03182,Rice,149.46,86.7,8774.69,481.32
FARM-03183,Cotton,159.24,78.43,7810.97,475.82
FARM-03184,Rice,159.75,80.66,9086.01,478.03
FARM-03185,Rice,147.99,125.09,9928.07,496.87
FARM-03186,Maize,205.93,69.83,,287.04
FARM-03187,Sugarcane,238.74,94.11,16209.93,563.97
FARM-03188,Soybean,40.47,60.77,3993.73,308.53
FARM-03189,Soybean,33.04,49.72,3284.48,160.51
FARM-03190,Cotton,149.43,64.44,6625.38,389.97
FARM-03191,Rice,149.47,93.14,10107.2,536.89
FARM-03192,Soybean,40.21,204.48803548602294,4286.85,250.12
FARM-03193,Rice,143.53,109.94,11363.09,538.96
FARM-03194,Sugarcane,206.79,94.41,18553.45,664.63
FARM-03195,Soybean,35.13,55.66,4478.4,235.98
FARM-03196,Soybean,43.04,59.39,4130.75,194.47
FARM-03197,Maize,156.61,85.39,5392.47,280.9
FARM-03198,Soybean,45.01,78.72,3631.31,250.37
FARM-03199,Cotton,154.46,64.12,7719.27,374.04
FARM-03200,Sugarcane,232.88,83.65,15700.57,1321.5539307069023
FARM-03201,Soybean,40.25,47.96,3929.26,195.13
FARM-03202,Maize,205.16,90.03,4692.95,272.09
FARM-03203,Sugarcane,214.25,91.2,18360.3,
FARM-03204,Maize,192.44,56.78,4998.84,358.7
FARM-03205,Soybean,41.57,61.86,4308.33,190.05
FARM-03206,Rice,149.37,92.96,11772.72,624.67
FARM-03207,Rice,164.07,55.7,10000.42,326.68
FARM-03208,Wheat,134.1,51.7,3796.45,174.79
FARM-03209,Rice,159.33,69.78,8880.05,511.93
FARM-03210,Soybean,47.69,61.91,3674.25,246.84
FARM-03211,Sugarcane,192.33,119.25,16881.68,613.9
FARM-03212,Cotton,167.46,42.16,7508.8,281.03
FARM-03213,Cotton,128.38,72.85,7666.28,333.59
FARM-03214,Cotton,130.93,88.26,7837.47,403.92
FARM-03215,Wheat,139.8,46.17,4035.43,184.48
FARM-03216,Sugarcane,233.57,86.95,18284.61,486.96
FARM-03217,Maize,172.19,80.93,4912.36,270.7
FARM-03218,Cotton,156.0,83.25,7426.8,402.77
FARM-03219,Wheat,134.96,49.85,3971.65,201.65
FARM-03220,Maize,175.96,59.6,5409.66,309.04
FARM-03221,Cotton,165.17,45.98,7150.58,322.1
FARM-03222,Cotton,151.14,73.4,8351.23,430.41
FARM-03223,Sugarcane,194.81,93.47,17729.03,505.92
FARM-03224,Maize,177.35,76.68,5425.29,282.52
FARM-03225,Cotton,137.96,69.47,6790.98,378.6
FARM-03226,Cotton,156.09,70.12,7959.82,346.82
FARM-03227,Wheat,137.77,53.58,3297.14,291.21
FARM-03228,Soybean,39.28,45.35,3533.13,181.79
FARM-03229,Soybean,57.99,53.16,3345.53,171.31
FARM-03230,Wheat,118.39,41.57,,154.29
FARM-03231,Maize,185.68,64.45,5467.03,272.82
FARM-03232,Cotton,144.49,51.94,7336.37,232.21
FARM-03233,Soybean,39.84,55.67,3863.14,217.39
FARM-03234,Cotton,143.94,53.7,7343.81,
FARM-03235,Cotton,154.33,54.13,7097.2,239.53
FARM-03236,Wheat,113.38,60.37,4174.24,226.48
FARM-03237,Rice,157.52,107.03,11133.31,619.66
FARM-03238,Maize,212.28,73.59,4602.01,379.04
FARM-03239,Maize,202.38,85.69,4733.05,358.03
FARM-03240,Soybean,45.4,54.87,4418.77,169.23
FARM-03241,Cotton,130.51,76.8,6583.37,359.07
FARM-03242,Wheat,121.85,127.55597734070982,3266.04,173.27
FARM-03243,Soybean,54.25,79.2,3743.42,332.48
FARM-03244,Rice,124.74,84.34,8507.14,550.03
FARM-03245,Sugarcane,215.26,120.63,17527.79,650.22
FARM-03246,Rice,150.96,80.77,9585.81,421.0
FARM-03247,Rice,125.01,64.4,8461.11,345.69
FARM-03248,Wheat,116.2,46.11,3714.25,153.01
FARM-03249,Maize,194.57,71.21,5641.97,280.93
FARM-03250,Rice,569.5274460130723,55.0,9886.13,379.78
FARM-03251,Rice,162.13,76.88,10948.58,442.36
FARM-03252,Sugarcane,209.13,95.54,17795.13,582.25
FARM-03253,Wheat,134.83,49.26,3884.74,172.04
FARM-03254,Rice,140.36,69.12,10810.47,514.94
FARM-03255,Sugarcane,213.53,92.43,18304.82,442.42
FARM-03256,Sugarcane,225.59,112.05,16056.22,709.76
FARM-03257,Cotton,158.95,69.94,,390.52
FARM-03258,Soybean,48.27,47.51,3163.54,189.95
FARM-03259,Rice,144.97,91.42,10147.8,482.33
FARM-03260,Rice,165.77,60.68,10730.19,456.6
FARM-03261,Wheat,140.76,46.84,4184.27,264.23
FARM-03262,Maize,181.44,97.09,5586.21,316.39
FARM-03263,Cotton,128.29,71.87,7997.94,422.84
FARM-03264,Rice,132.0,99.24,38853.93115367281,479.92
FARM-03265,Sugarcane,227.5,95.05,16683.27,554.54
FARM-03266,Cotton,149.49,85.65,6683.95,395.4
FARM-03267,Cotton,140.5,59.08,6863.21,454.23
FARM-03268,Soybean,42.25,45.67,4316.85,253.15
FARM-03269,Cotton,143.36,58.83,7032.77,285.1
FARM-03270,Cotton,155.84,76.12,6600.87,481.42
FARM-03271,Sugarcane,229.35,102.45,17545.06,550.62
FARM-03272,Maize,169.91,,4449.9,302.04
FARM-03273,Wheat,124.81,58.16,4645.91,280.29
FARM-03274,Maize,191.55,54.59,5003.23,373.34
FARM-03275,Cotton,128.21,44.57,7744.43,200.27
FARM-03276,Rice,158.34,73.62,10598.78,316.58
FARM-03277,Cotton,164.77,65.93,7466.66,322.79
FARM-03278,Wheat,107.62,62.63,3498.88,269.02
FARM-03279,Cotton,124.8,77.74,8336.8,444.1
FARM-03280,Rice,157.28,78.19,11216.91,515.06
FARM-03281,Sugarcane,238.08,109.02,,596.42
FARM-03282,Sugarcane,206.69,103.92,,538.18
FARM-03283,Maize,187.17,51.2,4284.25,211.37
FARM-03284,Sugarcane,208.28,107.39,16037.36,432.08
FARM-03285,Soybean,41.11,61.66,4234.42,268.81
FARM-03286,Soybean,42.54,60.51,4330.49,191.29
FARM-03287,Maize,154.39,75.01,4808.55,294.46
FARM-03288,Cotton,142.96,80.72,8825.7,498.91
FARM-03289,Wheat,129.56,50.65,4232.1,197.82
FARM-03290,Wheat,122.68,70.56,4305.72,236.02
FARM-03291,Sugarcane,209.97,102.84,18506.97,447.51
FARM-03292,Rice,163.34,57.66,9549.9,364.6
FARM-03293,Rice,146.58,78.49,9388.31,479.09
FARM-03294,Wheat,141.67,63.56,4871.7,234.6
FARM-03295,Maize,197.82,81.8,4593.34,311.43
FARM-03296,Maize,178.68,51.78,4652.87,
FARM-03297,Wheat,119.44,53.97,4008.76,187.35
FARM-03298,Maize,174.73,50.6,4904.88,262.27
FARM-03299,Maize,177.62,46.03,5493.79,202.65
FARM-03300,Maize,200.08,47.01,5016.71,270.84
FARM-03301,Wheat,119.11,140.44209985828533,4840.88,192.56
FARM-03302,Wheat,130.51,48.71,4245.85,210.7
FARM-03303,Rice,134.63,65.99,10538.83,416.92
FARM-03304,Cotton,167.68,71.46,6252.1,361.41
FARM-03305,Maize,199.32,46.36,4764.79,227.84
FARM-03306,Cotton,140.11,75.62,8394.68,450.8
FARM-03307,Sugarcane,226.76,122.13,18643.11,619.93
FARM-03308,Cotton,140.41,99.28,8101.48,468.78
FARM-03309,Cotton,163.84,73.3,7672.25,481.48
FARM-03310,Rice,159.15,66.96,8067.42,405.28
FARM-03311,Rice,159.28,57.35,9058.51,253.58
FARM-03312,Maize,162.45,64.09,5192.66,
FARM-03313,Sugarcane,234.1,108.81,18019.63,541.47
FARM-03314,Soybean,47.01,57.64,3246.45,167.13
FARM-03315,Cotton,139.42,60.36,8095.54,348.39
FARM-03316,Wheat,126.46,62.86,3459.58,243.68
FARM-03317,Cotton,140.91,73.82,7097.15,307.94
FARM-03318,Soybean,51.92,56.41,4389.14,293.96
FARM-03319,Soybean,48.1,55.08,3733.28,220.85
FARM-03320,Wheat,,57.57,4113.4,266.15
FARM-03321,Wheat,129.37,63.21,4057.36,264.09
FARM-03322,Cotton,144.17,65.89,7980.34,435.32
FARM-03323,Wheat,148.72,52.5,4216.54,164.69
FARM-03324,Sugarcane,194.98,110.42,17698.99,577.93
FARM-03325,Sugarcane,,71.13,17967.19,359.9
FARM-03326,Cotton,142.79,52.78,6374.61,330.05
FARM-03327,Wheat,,60.97,3474.02,209.07
FARM-03328,Cotton,167.76,,8123.33,256.85
FARM-03329,Wheat,119.88,69.23,4335.55,292.09
FARM-03330,Rice,,86.34,9580.42,483.94
FARM-03331,Wheat,115.96,57.36,4211.09,282.22
FARM-03332,Soybean,38.61,57.41,4394.78,220.93
FARM-03333,Rice,143.42,59.97,10016.45,400.93
FARM-03334,Maize,204.04,54.2,4691.5,271.84
FARM-03335,Cotton,133.39,60.98,8082.87,274.85
FARM-03336,Wheat,125.4,36.97,4203.82,145.37
FARM-03337,Cotton,158.94,73.44,7987.15,329.88
FARM-03338,Cotton,143.75,67.89,8028.11,319.83
FARM-03339,Maize,182.2,87.4,4803.15,306.98
FARM-03340,Soybean,41.59,62.87,4540.3,239.66
FARM-03341,Sugarcane,237.5,108.32,17436.98,478.31
FARM-03342,Sugarcane,216.01,95.75,16695.57,572.9
FARM-03343,Wheat,119.75,60.27,,238.85
FARM-03344,Rice,147.38,82.77,10671.15,654.23
FARM-03345,Sugarcane,211.59,235.47455208353372,16665.32,360.19
FARM-03346,Cotton,142.29,59.84,7817.58,400.46
FARM-03347,Rice,160.94,77.84,9277.06,441.25
FARM-03348,Maize,168.28,70.81,5088.74,268.17
FARM-03349,Wheat,122.78,49.17,4073.22,227.77
FARM-03350,Rice,122.04,70.08,9637.19,515.95
FARM-03351,Wheat,128.92,62.0,3834.5,241.94
FARM-03352,Rice,151.73,93.64,9387.81,377.91
FARM-03353,Wheat,123.23,58.35,4208.67,267.17
FARM-03354,Wheat,102.16,53.2,3440.52,209.04
FARM-03355,Cotton,140.85,76.16,7463.21,418.13
FARM-03356,Cotton,148.69,55.59,8036.0,270.49
FARM-03357,Maize,189.13,64.09,5714.22,259.04
FARM-03358,Cotton,146.31,67.46,7633.19,333.98
FARM-03359,Maize,198.28,95.08,4686.9,380.7
FARM-03360,Rice,134.36,103.41,10454.4,606.42
FARM-03361,Soybean,46.21,55.16,3539.0,264.56
FARM-03362,Sugarcane,222.17,80.42,18028.96,446.77
FARM-03363,Wheat,113.95,54.38,3592.8,273.04
FARM-03364,Soybean,47.86,53.43,3863.43,254.42
FARM-03365,Cotton,159.75,51.69,6334.76,277.93
FARM-03366,Soybean,50.98,41.4,3792.77,250.1
FARM-03367,Maize,192.28,86.04,5046.84,298.33
FARM-03368,Cotton,148.06,67.55,7071.79,368.57
FARM-03369,Cotton,155.07,60.72,7442.03,381.9
FARM-03370,Wheat,119.19,51.93,3628.92,232.32
FARM-03371,Sugarcane,230.48,107.33,18314.44,473.72
FARM-03372,Cotton,157.32,75.96,7756.81,415.82
FARM-03373,Sugarcane,219.47,110.38,18147.74,515.67
FARM-03374,Sugarcane,229.14,80.34,18299.09,613.18
FARM-03375,Cotton,151.75,67.53,7573.94,415.36
FARM-03376,Maize,208.81,54.66,4102.57,291.99
FARM-03377,Sugarcane,222.33,104.56,15481.6,682.6
FARM-03378,Soybean,44.74,64.77,3669.81,246.21
FARM-03379,Soybean,37.76,69.32,3199.46,251.23
FARM-03380,Rice,141.82,61.22,9337.43,331.24
FARM-03381,Wheat,128.05,51.33,4425.82,205.58
FARM-03382,Rice,133.04,,11722.71,679.84
FARM-03383,Soybean,52.92,60.82,4061.01,230.59
FARM-03384,Cotton,162.98,45.42,7343.02,277.75
FARM-03385,Maize,180.64,84.79,5352.0,301.7
FARM-03386,Maize,179.18,73.74,5053.01,303.03
FARM-03387,Soybean,35.35,47.48,4026.08,234.48
FARM-03388,Cotton,173.97,68.66,7276.51,303.41
FARM-03389,Maize,,51.76,4929.07,269.38
FARM-03390,Soybean,56.41,58.4,3464.24,1079.4969857209232
FARM-03391,Wheat,145.14,45.69,3968.96,252.29
FARM-03392,Sugarcane,221.18,70.09,18468.44,369.97
FARM-03393,Sugarcane,,105.17,17791.45,492.98
FARM-03394,Rice,126.69,82.24,9938.98,522.94
FARM-03395,Wheat,138.58,52.3,4581.28,295.79
FARM-03396,Maize,162.5,63.1,5792.41,300.39
FARM-03397,Wheat,123.93,47.39,3488.25,222.55
FARM-03398,Sugarcane,213.11,74.01,16524.27,409.9
FARM-03399,Cotton,,54.63,6874.27,271.45
FARM-03400,Wheat,134.89,47.77,,205.86
FARM-03401,Maize,193.22,102.87,4980.72,268.37
FARM-03402,Rice,152.86,99.01,10720.1,527.06
FARM-03403,Wheat,124.58,60.28,3807.91,234.52
FARM-03404,Soybean,46.23,56.46,3992.88,252.22
FARM-03405,Soybean,44.96,53.54,4432.4,188.16
FARM-03406,Sugarcane,229.32,87.47,18275.29,390.65
FARM-03407,Wheat,127.79,55.65,4180.24,221.12
FARM-03408,Maize,165.42,65.85,5007.07,204.09
FARM-03409,Soybean,37.29,46.1,3601.64,211.66
FARM-03410,Sugarcane,229.55,125.56,16463.77,825.43
FARM-03411,Wheat,114.52,48.06,4145.73,180.66
FARM-03412,Sugarcane,201.9,97.4,19056.73,587.23
FARM-03413,Maize,174.5,59.79,5000.18,261.7
FARM-03414,Soybean,43.89,50.58,3774.49,185.12
FARM-03415,Cotton,,46.49,7309.35,336.25
FARM-03416,Rice,145.72,58.21,8192.22,237.62
FARM-03417,Maize,173.45,61.22,4725.27,
